"","Age","Gender","Education.Level","Job.Title","Years.of.Experience","Salary","Country","Race","Senior"
"5676",27,"Male",1,"Software Engineer",3,80000,"UK","Asian",0
"5677",36,"Female",3,"Research Scientist",12,170000,"USA","African American",0
"5678",25,"Male",1,"Product Manager",NA,60000,"USA","Asian",0
"5679",30,"Female",1,"Marketing Coordinator",NA,90000,"UK","Welsh",0
"5680",34,"Male",3,"Research Director",11,160000,"Canada","Black",0
"5681",28,"Female",1,"Marketing Analyst",3,60000,"Australia","White",0
"5682",32,"Male",1,"Product Manager",7,120000,"UK","White",0
"5683",24,"Female",0,"Receptionist",0,25000,"USA","African American",0
"5684",37,"Male",2,"Marketing Director",NA,190000,"Canada","Asian",0
"5685",39,"Female",1,"Financial Manager",16,2e+05,"UK","Mixed",0
"5686",26,"Male",1,"Product Designer",NA,55000,"Canada","Black",0
"5687",31,"Female",3,"Data Scientist",NA,140000,"Canada","Asian",0
"5688",29,"Male",1,"Marketing Analyst",4,70000,"Canada","White",0
"5689",33,"Female",2,"Marketing Manager",9,130000,"UK","Mixed",0
"5690",27,"Male",1,"Software Engineer",3,80000,"UK","Welsh",0
"5691",36,"Female",3,"Research Scientist",12,170000,"Australia","Asian",0
"5692",25,"Male",1,"Product Manager",1,60000,"USA","African American",0
"5693",30,"Female",1,"Marketing Coordinator",5,90000,"Canada","Black",0
"5694",34,"Male",3,"Research Director",11,160000,"Australia","Asian",0
"5695",28,"Female",1,"Marketing Analyst",3,60000,"Australia","White",0
"5696",32,"Male",1,"Product Manager",7,120000,"China","Korean",0
"5697",24,"Female",0,"Receptionist",0,25000,"China","Korean",0
"5698",37,"Male",2,"Marketing Director",14,190000,"China","Korean",0
"5699",39,"Female",1,"Financial Manager",NA,2e+05,"Canada","White",0
"5700",26,"Male",1,"Product Designer",2,55000,"Canada","Black",0
"5701",31,"Female",3,"Data Scientist",8,140000,"UK","White",0
"5702",29,"Male",1,"Marketing Analyst",4,70000,"Canada","Black",0
"5703",33,"Female",2,"Marketing Manager",9,130000,"USA","Hispanic",0
"5704",27,"Male",1,"Software Engineer",NA,80000,"Canada","White",0
"5705",36,"Female",3,"Research Scientist",12,170000,"UK","Mixed",0
"5706",25,"Male",1,"Product Manager",1,60000,"Australia","White",0
"5707",30,"Female",1,"Marketing Coordinator",5,90000,"USA","Asian",0
"5708",34,"Male",3,"Research Director",NA,160000,"Canada","White",0
"5709",28,"Female",1,"Marketing Analyst",3,60000,"UK","White",0
"5710",32,"Male",1,"Product Manager",NA,120000,"USA","African American",0
"5711",24,"Female",0,"Receptionist",0,25000,"UK","Mixed",0
"5712",37,"Male",2,"Marketing Director",14,190000,"UK","Mixed",0
"5713",39,"Female",1,"Financial Manager",16,2e+05,"UK","Asian",0
"5714",26,"Male",1,"Product Designer",2,55000,"Canada","Black",0
"5715",31,"Female",3,"Data Scientist",8,140000,"UK","Welsh",0
"5716",29,"Male",1,"Marketing Analyst",4,NA,"USA","Asian",0
"5717",33,"Female",2,"Marketing Manager",9,130000,"UK","White",0
"5718",27,"Male",1,"Software Engineer",3,80000,"Canada","Black",0
"5719",36,"Female",3,"Research Scientist",12,170000,"UK","Welsh",0
"5720",25,"Male",1,"Product Manager",1,60000,"USA","Hispanic",0
"5721",30,"Female",1,"Marketing Coordinator",5,90000,"Australia","Asian",0
"5722",34,"Male",3,"Research Director",11,160000,"USA","Hispanic",0
"5723",28,"Female",1,"Marketing Analyst",3,60000,"USA","White",0
"5724",32,"Male",1,"Product Manager",7,120000,"Australia","Australian",0
"5725",24,"Female",0,"Receptionist",0,25000,"Australia","Asian",0
"5726",37,"Male",2,"Marketing Director",14,NA,"Australia","Australian",0
"5727",39,"Female",1,"Financial Manager",16,2e+05,"Canada","Asian",0
"5728",26,"Male",1,"Product Designer",2,55000,"Australia","Australian",0
"5729",31,"Female",3,"Data Scientist",8,140000,"USA","Hispanic",0
"5730",29,"Male",1,"Marketing Analyst",4,NA,"China","Chinese",0
"5731",33,"Female",2,"Marketing Manager",NA,130000,"Canada","Black",0
"5732",27,"Male",1,"Software Engineer",3,80000,"USA","Asian",0
"5733",29,"Male",1,"Software Engineer",3,NA,"USA","African American",0
"5734",32,"Female",2,"Marketing Manager",8,NA,"UK","Welsh",0
"5735",27,"Male",1,"Product Manager",2,65000,"USA","African American",0
"5736",30,"Female",3,"Data Scientist",6,1e+05,"USA","Asian",0
"5737",36,"Male",1,"Financial Analyst",11,150000,"China","Chinese",0
"5738",28,"Female",1,"Marketing Coordinator",3,60000,"Australia","Asian",0
"5739",33,"Male",2,"Software Engineer",NA,NA,"UK","Mixed",0
"5740",26,"Female",1,"Graphic Designer",1,45000,"China","Chinese",0
"5741",29,"Male",1,"Product Manager",5,80000,"UK","Welsh",0
"5742",35,"Female",3,"Research Scientist",11,150000,"UK","Welsh",0
"5743",27,"Male",1,"Software Engineer",2,65000,"USA","Hispanic",0
"5744",31,"Female",1,"Marketing Manager",NA,1e+05,"China","Korean",0
"5745",28,"Male",2,"Financial Analyst",4,90000,"USA","Hispanic",0
"5746",24,"Female",1,"Marketing Analyst",NA,40000,"Australia","Australian",0
"5747",30,"Male",1,"Project Manager",6,110000,"USA","African American",0
"5748",34,"Female",3,"Research Director",12,170000,"USA","Asian",0
"5749",27,"Male",1,"Software Engineer",3,75000,"Australia","Asian",0
"5750",33,"Female",2,"Marketing Manager",8,120000,"UK","Welsh",0
"5751",29,"Male",1,"Marketing Analyst",4,NA,"UK","White",0
"5752",25,"Female",0,"Customer Service Representative",1,30000,"USA","Asian",0
"5753",36,"Male",3,"Research Scientist",13,NA,"Canada","Black",0
"5754",39,"Female",1,"Financial Manager",15,2e+05,"China","Chinese",0
"5755",26,"Male",1,"NaN",NA,50000,"USA","White",0
"5756",31,"Female",3,"Data Scientist",NA,140000,"USA","White",0
"5757",28,"Male",1,"Marketing Analyst",3,65000,"UK","Welsh",0
"5758",32,"Female",1,"Product Manager",7,110000,"UK","Mixed",0
"5759",24,"Male",0,"Delivery Driver",0,28000,"Australia","White",0
"5760",37,"Male",2,"Marketing Director",14,190000,"USA","White",0
"5761",39,"Female",1,"Financial Manager",16,210000,"UK","Mixed",0
"5762",26,"Male",1,"Product Designer",2,NA,"Canada","White",0
"5763",31,"Female",3,"Data Scientist",8,140000,"Australia","Asian",0
"5764",29,"Male",1,"Marketing Analyst",4,70000,"UK","Asian",0
"5765",33,"Female",2,"Marketing Manager",9,130000,"Australia","Asian",0
"5766",27,"Male",1,"Software Engineer",3,80000,"USA","African American",0
"5767",36,"Female",3,"Research Scientist",12,170000,"USA","Asian",0
"5768",25,"Male",1,"Product Manager",NA,60000,"UK","Welsh",0
"5769",30,"Female",1,"Marketing Coordinator",5,90000,"USA","Asian",0
"5770",34,"Male",3,"Research Director",11,160000,"Australia","Asian",0
"5771",28,"Female",1,"Marketing Analyst",3,60000,"Australia","Asian",0
"5772",32,"Male",1,"Product Manager",7,120000,"China","Chinese",0
"5773",24,"Female",0,"Receptionist",0,NA,"Australia","Australian",0
"5774",37,"Male",2,"Marketing Director",14,190000,"Australia","Australian",0
"5775",39,"Female",1,"Financial Manager",16,2e+05,"Australia","Australian",0
"5776",26,"Male",1,"Product Designer",2,55000,"UK","Asian",0
"5777",31,"Female",3,"Data Scientist",8,140000,"UK","White",0
"5778",29,"Male",1,"Marketing Analyst",4,70000,"Canada","Asian",0
"5779",33,"Female",2,"Marketing Manager",9,130000,"China","Korean",0
"5780",27,"Male",1,"Software Engineer",3,80000,"UK","Asian",0
"5781",36,"Female",3,"Research Scientist",12,170000,"China","Chinese",0
"5782",25,"Male",1,"Product Manager",1,60000,"UK","White",0
"5783",30,"Female",1,"Marketing Coordinator",5,90000,"Canada","Asian",0
"5784",34,"Male",3,"Research Director",11,160000,"Australia","Australian",0
"5785",28,"Female",1,"Marketing Analyst",NA,60000,"UK","White",0
"5786",32,"Male",1,"Product Manager",7,120000,"Canada","White",0
"5787",24,"Female",0,"Receptionist",NA,25000,"China","Chinese",0
"5788",37,"Male",2,"Marketing Director",14,190000,"Canada","Black",0
"5789",39,"Female",1,"Financial Manager",16,2e+05,"UK","White",0
"5790",26,"Male",1,"Product Designer",2,55000,"China","Korean",0
"5791",31,"Female",3,"Data Scientist",8,140000,"USA","White",0
"5792",29,"Male",1,"Marketing Analyst",4,70000,"China","Korean",0
"5793",33,"Female",2,"Marketing Manager",9,130000,"UK","White",0
"5794",27,"Male",1,"Software Engineer",3,80000,"Australia","Asian",0
"5795",36,"Female",3,"Research Scientist",12,170000,"China","Korean",0
"5796",25,"Male",1,"Product Manager",1,60000,"UK","Asian",0
"5797",30,"Female",1,"Marketing Coordinator",NA,90000,"Australia","White",0
"5798",34,"Male",3,"Research Director",11,NA,"UK","Welsh",0
"5799",28,"Female",1,"Marketing Analyst",3,60000,"Canada","Asian",0
"5800",32,"Male",1,"Product Manager",7,120000,"UK","White",0
"5801",24,"Female",0,"Receptionist",0,25000,"China","Korean",0
"5802",37,"Male",2,"Marketing Director",14,190000,"Australia","Asian",0
"5803",39,"Female",1,"Financial Manager",16,2e+05,"Australia","Australian",0
"5804",26,"Male",1,"Product Designer",2,55000,"China","Korean",0
"5805",31,"Female",3,"Data Scientist",NA,140000,"UK","Welsh",0
"5806",29,"Male",1,"Marketing Analyst",4,70000,"UK","Asian",0
"5807",33,"Female",2,"Marketing Manager",NA,130000,"USA","African American",0
"5808",27,"Male",1,"Software Engineer",NA,80000,"Australia","White",0
"5809",36,"Female",3,"Research Scientist",12,170000,"UK","White",0
"5810",25,"Male",1,"Product Manager",1,60000,"China","Chinese",0
"5811",30,"Female",1,"Marketing Coordinator",5,NA,"USA","African American",0
"5812",34,"Male",3,"Research Director",11,160000,"UK","Mixed",0
"5813",28,"Female",1,"Marketing Analyst",NA,60000,"USA","Asian",0
"5814",32,"Male",1,"Product Manager",NA,120000,"USA","Hispanic",0
"5815",24,"Female",0,"Receptionist",0,25000,"UK","Welsh",0
"5816",37,"Male",2,"Marketing Director",14,190000,"China","White",0
"5817",39,"Female",1,"Financial Manager",NA,2e+05,"Australia","Australian",0
"5818",26,"Male",1,"Product Designer",2,55000,"Canada","Asian",0
"5819",31,"Female",3,"Data Scientist",NA,140000,"UK","White",0
"5820",29,"Male",1,"Marketing Analyst",4,70000,"Canada","Asian",0
"5821",33,"Female",2,"Marketing Manager",9,130000,"China","White",0
"5822",27,"Male",1,"Software Engineer",3,80000,"China","Chinese",0
"5823",36,"Female",3,"Research Scientist",12,170000,"UK","White",0
"5824",25,"Male",1,"Product Manager",1,60000,"USA","African American",0
"5825",30,"Female",1,"Marketing Coordinator",5,90000,"USA","Hispanic",0
"5826",34,"Male",3,"Research Director",11,160000,"Canada","Asian",0
"5827",28,"Female",1,"Marketing Analyst",3,60000,"China","Chinese",0
"5828",32,"Male",1,"Product Manager",NA,NA,"USA","Asian",0
"5829",24,"Female",0,"Receptionist",0,NA,"UK","Asian",0
"5830",37,"Male",2,"Marketing Director",14,190000,"Australia","Australian",0
"5831",39,"Female",1,"Financial Manager",16,2e+05,"UK","Welsh",0
"5832",26,"Male",1,"Product Designer",2,55000,"UK","Asian",0
"5833",31,"Female",3,"Data Scientist",8,NA,"Canada","Black",0
"5834",29,"Male",1,"Marketing Analyst",4,70000,"USA","African American",0
"5835",33,"Female",2,"NaN",9,130000,"USA","African American",0
"5836",27,"Male",1,"Software Engineer",3,80000,"Australia","Australian",0
"5837",36,"Female",3,"Research Scientist",12,170000,"China","Korean",0
"5838",25,"Male",1,"Product Manager",1,NA,"Canada","Black",0
"5839",30,"Female",1,"Marketing Coordinator",5,90000,"USA","Hispanic",0
"5840",34,"Male",3,"Research Director",11,160000,"Canada","White",0
"5841",28,"Female",1,"Marketing Analyst",3,60000,"USA","White",0
"5842",32,"Male",1,"Product Manager",7,120000,"USA","White",0
"5843",24,"Female",0,"Receptionist",0,25000,"UK","Mixed",0
"5844",37,"Male",2,"Marketing Director",14,190000,"Australia","Australian",0
"5845",39,"Female",1,"Financial Manager",16,NA,"Canada","Asian",0
"5846",26,"Male",1,"Product Designer",2,55000,"UK","White",0
"5847",31,"Female",3,"Data Scientist",8,140000,"Australia","Australian",0
"5848",29,"Male",1,"Marketing Analyst",4,70000,"Canada","Asian",0
"5849",33,"Female",2,"Marketing Manager",9,130000,"USA","Asian",0
"5850",27,"Male",1,"NaN",3,80000,"USA","Asian",0
"5851",36,"Female",3,"Research Scientist",12,170000,"Australia","White",0
"5852",25,"Male",1,"Product Manager",1,60000,"Australia","White",0
"5853",30,"Female",1,"Marketing Coordinator",5,90000,"Australia","White",0
"5854",34,"Male",3,"NaN",NA,160000,"USA","Asian",0
"5855",28,"Female",1,"NaN",3,NA,"China","Chinese",0
"5856",32,"Male",1,"Product Manager",7,120000,"Canada","Asian",0
"5857",24,"Female",0,"Receptionist",0,25000,"USA","Hispanic",0
"5858",37,"Male",2,"Marketing Director",14,190000,"USA","Hispanic",0
"5859",39,"Female",1,"Financial Manager",16,2e+05,"UK","Welsh",0
"5860",27,"Male",3,"Marketing Coordinator",7,120000,"Canada","Black",0
"5861",28,"Female",1,"Marketing Coordinator",3,60000,"UK","Asian",0
"5862",33,"Male",2,"Software Engineer",8,120000,"Canada","White",0
"5863",27,"Female",1,"NaN",2,65000,"Australia","White",0
"5864",30,"Male",3,"Data Scientist",NA,1e+05,"UK","Asian",0
"5865",36,"Female",1,"Financial Analyst",11,150000,"USA","African American",0
"5866",29,"Male",1,"Marketing Analyst",3,65000,"China","White",0
"5867",32,"Female",2,"Software Engineer",9,120000,"Australia","White",0
"5868",26,"Male",1,"Graphic Designer",1,45000,"Canada","White",0
"5869",29,"Female",1,"Product Manager",NA,NA,"USA","Asian",0
"5870",35,"Male",3,"Research Scientist",11,150000,"UK","Welsh",0
"5871",27,"Male",1,"Software Engineer",2,65000,"USA","Asian",0
"5872",31,"Female",1,"Marketing Manager",7,1e+05,"UK","Asian",0
"5873",28,"Male",2,"Financial Analyst",4,90000,"Canada","Black",0
"5874",24,"Female",1,"Marketing Analyst",0,40000,"China","Korean",0
"5875",30,"Male",1,"Project Manager",6,110000,"Australia","Asian",0
"5876",34,"Female",3,"Research Director",NA,170000,"China","Chinese",0
"5877",27,"Male",1,"Software Engineer",3,75000,"Canada","Asian",0
"5878",33,"Female",2,"Marketing Manager",8,120000,"China","Korean",0
"5879",29,"Male",1,"Marketing Analyst",4,70000,"UK","Welsh",0
"5880",25,"Female",0,"Customer Service Representative",1,30000,"UK","Mixed",0
"5881",36,"Male",3,"Research Scientist",13,NA,"Canada","Asian",0
"5882",39,"Female",1,"Financial Manager",15,2e+05,"Australia","White",0
"5883",26,"Male",1,"Product Designer",1,50000,"Canada","White",0
"5884",31,"Female",3,"Data Scientist",8,140000,"USA","Hispanic",0
"5885",28,"Male",1,"Marketing Analyst",3,65000,"UK","Mixed",0
"5886",32,"Female",1,"Product Manager",7,110000,"UK","Asian",0
"5887",24,"Male",0,"Delivery Driver",0,28000,"Australia","Australian",0
"5888",37,"Male",2,"Marketing Director",14,190000,"China","White",0
"5889",39,"Female",1,"Financial Manager",16,210000,"Australia","Australian",0
"5890",26,"Male",1,"Product Designer",2,NA,"China","Chinese",0
"5891",31,"Female",3,"Data Scientist",8,140000,"China","Chinese",0
"5892",29,"Male",1,"Marketing Analyst",4,70000,"Australia","Asian",0
"5893",33,"Female",2,"Marketing Manager",9,130000,"USA","White",0
"5894",27,"Male",1,"Software Engineer",3,80000,"Australia","White",0
"5895",36,"Female",3,"NaN",12,NA,"China","White",0
"5896",25,"Male",1,"Product Manager",1,60000,"USA","Hispanic",0
"5897",30,"Female",1,"Marketing Coordinator",5,90000,"Australia","Asian",0
"5898",34,"Male",3,"Research Director",11,160000,"China","White",0
"5899",28,"Female",1,"NaN",3,60000,"Australia","Asian",0
"5900",32,"Male",1,"Product Manager",7,120000,"Australia","White",0
"5901",24,"Female",0,"Receptionist",0,25000,"China","Chinese",0
"5902",37,"Male",2,"Marketing Director",14,190000,"USA","Hispanic",0
"5903",39,"Female",1,"Financial Manager",16,2e+05,"UK","Welsh",0
"5904",26,"Male",1,"Product Designer",2,55000,"UK","Mixed",0
"5905",31,"Female",3,"NaN",8,140000,"USA","African American",0
"5906",29,"Male",1,"Marketing Analyst",4,70000,"Australia","Australian",0
"5907",33,"Female",2,"Marketing Manager",9,130000,"UK","Asian",0
"5908",27,"Male",1,"Software Engineer",NA,NA,"Australia","Asian",0
"5909",36,"Female",3,"Research Scientist",12,NA,"Canada","Black",0
"5910",25,"Male",1,"Product Manager",1,60000,"China","Korean",0
"5911",30,"Female",1,"Marketing Coordinator",NA,90000,"China","Korean",0
"5912",34,"Male",3,"Research Director",11,160000,"Australia","Asian",0
"5913",28,"Female",1,"Marketing Analyst",3,60000,"UK","Welsh",0
"5914",32,"Male",1,"Product Manager",7,NA,"Canada","White",0
"5915",24,"Female",0,"NaN",0,25000,"USA","African American",0
"5916",37,"Male",2,"NaN",14,190000,"UK","White",0
"5917",39,"Female",1,"Financial Manager",16,2e+05,"China","Korean",0
"5918",26,"Male",1,"Product Designer",NA,55000,"USA","African American",0
"5919",31,"Female",3,"Data Scientist",8,140000,"USA","White",0
"5920",29,"Male",1,"Marketing Analyst",4,70000,"Australia","Asian",0
"5921",33,"Female",2,"Marketing Manager",9,130000,"China","Korean",0
"5922",27,"Male",1,"Software Engineer",3,80000,"China","Chinese",0
"5923",36,"Female",3,"Research Scientist",12,NA,"Canada","Black",0
"5924",25,"Male",1,"Product Manager",NA,60000,"Canada","Black",0
"5925",30,"Female",1,"Marketing Coordinator",NA,90000,"Canada","Black",0
"5926",34,"Male",3,"Research Director",11,160000,"China","Chinese",0
"5927",28,"Female",1,"Marketing Analyst",3,60000,"China","Korean",0
"5928",32,"Male",1,"Product Manager",7,120000,"Canada","White",0
"5929",24,"Female",0,"Receptionist",0,25000,"Canada","White",0
"5930",37,"Male",2,"NaN",14,190000,"Australia","Australian",0
"5931",39,"Female",1,"Financial Manager",16,2e+05,"UK","Mixed",0
"5932",26,"Male",1,"Product Designer",2,55000,"UK","Mixed",0
"5933",31,"Female",3,"Data Scientist",8,140000,"UK","Mixed",0
"5934",29,"Male",1,"Marketing Analyst",4,70000,"Australia","White",0
"5935",33,"Female",2,"Marketing Manager",9,130000,"Australia","White",0
"5936",27,"Male",1,"Software Engineer",3,80000,"USA","Asian",0
"5937",36,"Female",3,"NaN",12,170000,"USA","African American",0
"5938",25,"Male",1,"Product Manager",1,60000,"Canada","Asian",0
"5939",30,"Female",1,"Marketing Coordinator",5,90000,"Canada","Black",0
"5940",34,"Male",3,"Research Director",11,160000,"Canada","Asian",0
"5941",28,"Female",1,"Marketing Analyst",NA,60000,"Australia","Australian",0
"5942",32,"Male",1,"NaN",7,120000,"UK","Mixed",0
"5943",24,"Female",0,"Receptionist",0,25000,"USA","White",0
"5944",37,"Male",2,"Marketing Director",NA,190000,"Australia","White",0
"5945",39,"Female",1,"Financial Manager",16,2e+05,"USA","White",0
"5946",26,"Male",1,"Product Designer",2,55000,"USA","White",0
"5947",31,"Female",3,"Data Scientist",8,140000,"Australia","Asian",0
"5948",29,"Male",1,"Marketing Analyst",4,70000,"UK","Mixed",0
"5949",33,"Female",2,"Marketing Manager",9,NA,"Australia","Asian",0
"5950",27,"Male",1,"NaN",3,80000,"UK","Asian",0
"5951",36,"Female",3,"Research Scientist",12,170000,"Canada","White",0
"5952",25,"Male",1,"Product Manager",1,60000,"Canada","Black",0
"5953",30,"Female",1,"Marketing Coordinator",5,90000,"China","White",0
"5954",34,"Male",3,"Research Director",11,160000,"USA","White",0
"5955",28,"Female",1,"Marketing Analyst",3,60000,"Australia","Australian",0
"5956",32,"Male",1,"Product Manager",7,120000,"China","Chinese",0
"5957",24,"Female",0,"Receptionist",0,25000,"China","Chinese",0
"5958",37,"Male",2,"Marketing Director",14,NA,"China","White",0
"5959",39,"Female",1,"Financial Manager",16,2e+05,"UK","White",0
"5960",26,"Male",1,"Product Designer",2,55000,"China","White",0
"5961",31,"Female",3,"Data Scientist",8,140000,"UK","Asian",0
"5962",29,"Male",1,"Marketing Analyst",4,70000,"Canada","White",0
"5963",33,"Female",2,"Marketing Manager",9,130000,"China","White",0
"5964",27,"Male",1,"Software Engineer",3,80000,"Canada","Black",0
"5965",36,"Female",3,"Research Scientist",12,170000,"Canada","Asian",0
"5966",25,"Male",1,"Product Manager",1,60000,"USA","African American",0
"5967",30,"Female",1,"Marketing Coordinator",5,90000,"UK","Asian",0
"5968",34,"Male",3,"Research Director",11,160000,"Canada","White",0
"5969",28,"Female",1,"Marketing Analyst",3,NA,"Canada","Asian",0
"5970",32,"Male",1,"Product Manager",7,120000,"Canada","Asian",0
"5971",24,"Female",0,"Receptionist",0,25000,"Canada","White",0
"5972",37,"Male",2,"Marketing Director",NA,190000,"Canada","Asian",0
"5973",39,"Female",1,"Financial Manager",16,2e+05,"Australia","Australian",0
"5974",26,"Male",1,"Product Designer",2,55000,"Canada","Asian",0
"5975",31,"Female",3,"Data Scientist",8,NA,"Australia","White",0
"5976",29,"Male",1,"Marketing Analyst",4,70000,"Canada","Asian",0
"5977",33,"Female",2,"Marketing Manager",NA,NA,"UK","Welsh",0
"5978",27,"Male",1,"Software Engineer",3,80000,"Australia","Asian",0
"5979",36,"Female",3,"Research Scientist",12,170000,"Canada","Black",0
"5980",25,"Male",1,"Product Manager",NA,60000,"USA","African American",0
"5981",30,"Female",1,"Marketing Coordinator",5,90000,"Australia","Asian",0
"5982",34,"Male",3,"Research Director",NA,160000,"UK","Asian",0
"5983",28,"Female",1,"Marketing Analyst",3,60000,"China","Chinese",0
"5984",32,"Male",1,"Product Manager",7,120000,"Australia","Australian",0
"5985",24,"Female",0,"Receptionist",0,25000,"USA","Hispanic",0
"5986",37,"Male",2,"Marketing Director",14,190000,"China","Korean",0
"5987",39,"Female",1,"Financial Manager",NA,2e+05,"UK","Asian",0
"5988",29,"Female",1,"Marketing Coordinator",4,65000,"UK","Asian",0
"5989",34,"Male",2,"Software Engineer",9,125000,"USA","African American",0
"5990",28,"Female",1,"Product Manager",3,70000,"Canada","Asian",0
"5991",31,"Male",3,"Data Scientist",7,110000,"Canada","White",0
"5992",37,"Female",1,"Financial Analyst",12,160000,"UK","Asian",0
"5993",30,"Male",1,"Marketing Analyst",4,75000,"China","White",0
"5994",33,"Female",2,"Software Engineer",8,120000,"UK","Mixed",0
"5995",27,"Male",1,"Graphic Designer",2,50000,"Australia","Australian",0
"5996",30,"Female",1,"NaN",5,85000,"USA","White",0
"5997",36,"Male",3,"Research Scientist",11,155000,"Canada","White",0
"5998",28,"Male",1,"Software Engineer",NA,70000,"UK","White",0
"5999",32,"Female",1,"Marketing Manager",8,115000,"UK","White",0
"6000",29,"Male",2,"NaN",NA,95000,"USA","African American",0
"6001",25,"Female",1,"Marketing Analyst",0,40000,"Canada","Asian",0
"6002",31,"Male",1,"Project Manager",6,115000,"Australia","Australian",0
"6003",35,"Female",3,"Research Director",NA,175000,"Canada","Black",0
"6004",28,"Male",1,"Software Engineer",3,70000,"Canada","White",0
"6005",33,"Female",2,"Marketing Manager",9,135000,"Australia","Australian",0
"6006",29,"Male",1,"Marketing Analyst",NA,75000,"Canada","Black",0
"6007",25,"Female",0,"Customer Service Representative",1,30000,"UK","Mixed",0
"6008",36,"Male",3,"Research Scientist",13,185000,"UK","Mixed",0
"6009",40,"Female",1,"Financial Manager",15,210000,"Australia","Australian",0
"6010",27,"Male",1,"Product Designer",NA,45000,"China","White",0
"6011",32,"Female",3,"Data Scientist",NA,145000,"USA","Hispanic",0
"6012",28,"Male",1,"Marketing Analyst",3,70000,"UK","Welsh",0
"6013",32,"Female",1,"Product Manager",7,120000,"China","Chinese",0
"6014",24,"Male",0,"Delivery Driver",0,28000,"Canada","Asian",0
"6015",38,"Male",2,"Marketing Director",14,195000,"USA","White",0
"6016",40,"Female",1,"Financial Manager",16,215000,"China","White",0
"6017",27,"Male",1,"Product Designer",2,NA,"Australia","Asian",0
"6018",32,"Female",3,"Data Scientist",9,145000,"China","White",0
"6019",29,"Male",1,"Marketing Analyst",NA,75000,"UK","White",0
"6020",33,"Female",2,"Marketing Manager",9,135000,"China","Chinese",0
"6021",27,"Male",1,"Software Engineer",3,80000,"Canada","Black",0
"6022",36,"Female",3,"Research Scientist",13,185000,"Australia","Asian",0
"6023",25,"Male",1,"Product Manager",1,60000,"China","Chinese",0
"6024",30,"Female",1,"Marketing Coordinator",5,NA,"China","Korean",0
"6025",34,"Male",3,"Research Director",12,170000,"Canada","Black",0
"6026",28,"Female",1,"Marketing Analyst",3,65000,"China","White",0
"6027",32,"Male",1,"NaN",7,120000,"Canada","White",0
"6028",24,"Female",0,"Receptionist",0,25000,"Canada","White",0
"6029",38,"Male",2,"Marketing Director",NA,195000,"Canada","Black",0
"6030",40,"Female",1,"Financial Manager",NA,215000,"China","Korean",0
"6031",27,"Male",1,"Product Designer",2,55000,"China","White",0
"6032",32,"Female",3,"Data Scientist",9,145000,"UK","White",0
"6033",29,"Male",1,"Marketing Analyst",4,75000,"USA","African American",0
"6034",33,"Female",2,"Marketing Manager",9,135000,"USA","Asian",0
"6035",27,"Male",1,"Software Engineer",3,80000,"Canada","White",0
"6036",36,"Female",3,"Research Scientist",13,185000,"Australia","White",0
"6037",25,"Male",1,"Product Manager",1,60000,"Australia","Asian",0
"6038",30,"Female",1,"Marketing Coordinator",5,95000,"USA","Asian",0
"6039",34,"Male",3,"Research Director",NA,170000,"UK","Welsh",0
"6040",28,"Female",1,"Marketing Analyst",3,65000,"USA","Asian",0
"6041",32,"Male",1,"Product Manager",7,120000,"Canada","Black",0
"6042",24,"Female",0,"NaN",0,25000,"UK","Welsh",0
"6043",38,"Male",2,"NaN",NA,195000,"China","Chinese",0
"6044",40,"Female",1,"Financial Manager",NA,215000,"Australia","White",0
"6045",27,"Male",1,"NaN",2,55000,"UK","White",0
"6046",32,"Female",3,"Data Scientist",9,145000,"USA","Asian",0
"6047",29,"Male",1,"Marketing Analyst",4,75000,"USA","Hispanic",0
"6048",33,"Female",2,"Marketing Manager",NA,135000,"Australia","White",0
"6049",27,"Male",1,"Software Engineer",3,80000,"Canada","Black",0
"6050",36,"Female",3,"Research Scientist",13,185000,"USA","African American",0
"6051",25,"Male",1,"Product Manager",1,60000,"UK","White",0
"6052",30,"Female",1,"Marketing Coordinator",5,95000,"Australia","Australian",0
"6053",34,"Male",3,"Research Director",12,170000,"Canada","Asian",0
"6054",28,"Female",1,"Marketing Analyst",3,65000,"UK","Welsh",0
"6055",32,"Male",1,"Product Manager",7,120000,"USA","Hispanic",0
"6056",24,"Female",0,"Receptionist",0,25000,"USA","Hispanic",0
"6057",38,"Male",2,"Marketing Director",NA,195000,"Australia","Australian",0
"6058",40,"Female",1,"Financial Manager",16,215000,"Australia","Australian",0
"6059",27,"Male",1,"Product Designer",2,55000,"Canada","Black",0
"6060",32,"Female",3,"Data Scientist",NA,145000,"Canada","Asian",0
"6061",29,"Male",1,"Marketing Analyst",NA,75000,"China","Chinese",0
"6062",33,"Female",2,"Marketing Manager",NA,135000,"China","White",0
"6063",27,"Male",1,"Software Engineer",3,80000,"USA","African American",0
"6064",36,"Female",3,"Research Scientist",13,185000,"Australia","Asian",0
"6065",25,"Male",1,"Product Manager",1,60000,"China","Korean",0
"6066",30,"Female",1,"Marketing Coordinator",5,95000,"UK","White",0
"6067",34,"Male",3,"Research Director",12,170000,"Australia","White",0
"6068",28,"Female",1,"Marketing Analyst",NA,65000,"UK","White",0
"6069",32,"Male",1,"Product Manager",NA,120000,"China","Chinese",0
"6070",24,"Female",0,"Receptionist",0,25000,"Canada","White",0
"6071",38,"Male",2,"Marketing Director",14,195000,"UK","Asian",0
